id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2654799,2,5/6/2016 4:23,5/6/2016 4:33,2,-74.00390625,40.74193192,-73.99950409,40.76133347,N,620
id1504893,1,1/11/2016 19:16,1/11/2016 19:30,1,-73.97727966,40.75818634,-73.95835114,40.78150177,N,803
id3838936,1,2/15/2016 0:21,2/15/2016 0:24,2,-73.99407196,40.74111176,-73.99867249,40.74225616,N,166
id3953004,2,6/3/2016 20:36,6/3/2016 20:42,5,-73.98439789,40.72854996,-73.97219086,40.74757004,N,401
id3539226,2,5/5/2016 2:49,5/5/2016 2:50,1,-74.00700378,40.73987198,-74.00589752,40.74017334,N,67
id1385785,1,4/1/2016 23:31,4/1/2016 23:50,1,-73.97668457,40.78823853,-73.96554565,40.75525284,N,1173
id1647538,1,4/8/2016 19:54,4/8/2016 20:05,1,-73.98094177,40.75783157,-73.99105072,40.7604866,N,695
id3300666,2,5/13/2016 8:00,5/13/2016 8:05,1,-73.97071838,40.75880814,-73.9756012,40.75268936,N,286
id0763508,1,6/10/2016 18:53,6/10/2016 19:02,1,-74.00756836,40.73271561,-74.00250244,40.72480392,N,493
id1638050,1,4/11/2016 23:27,4/11/2016 23:38,1,-74.00940704,40.70612335,-73.97463226,40.75115967,N,669
id3468368,1,2/19/2016 7:22,2/19/2016 7:28,1,-73.95810699,40.76929092,-73.95420837,40.76411438,N,370
id0556588,2,2/15/2016 19:50,2/15/2016 19:57,5,-73.99170685,40.74776459,-73.98032379,40.74323654,N,411
id2975591,1,1/6/2016 12:26,1/6/2016 12:39,1,-73.99375916,40.73271942,-73.9912796,40.74226379,N,768
id1348785,1,1/21/2016 10:33,1/21/2016 10:39,1,-73.96219635,40.76779556,-73.96894073,40.76355743,N,315
id0938598,1,4/30/2016 3:58,4/30/2016 4:05,1,-73.97855377,40.7369957,-73.95713043,40.76615143,N,392
id1937745,2,3/7/2016 18:51,3/7/2016 18:58,2,-73.99097443,40.76063156,-73.99472046,40.75045013,N,404
id1245739,2,5/31/2016 22:34,5/31/2016 23:18,1,-73.78205109,40.64464188,-73.9927597,40.68133926,N,2641
id3646418,1,5/18/2016 7:43,5/18/2016 8:05,1,-73.96022034,40.79800034,-73.98101807,40.76198578,N,1272
id0610780,1,6/10/2016 8:14,6/10/2016 8:23,1,-73.97556305,40.78181839,-73.97558594,40.76074982,N,503
id1811004,1,1/13/2016 13:53,1/13/2016 14:05,1,-73.96614075,40.762146,-73.95615387,40.76759338,N,706
id3034691,2,2/23/2016 7:28,2/23/2016 7:41,1,-73.96710205,40.78830719,-73.97167969,40.76392365,N,766
id0815381,2,6/24/2016 15:00,6/24/2016 15:03,1,-73.94998932,40.78459167,-73.95170593,40.79050827,N,215
id0257838,1,6/16/2016 19:18,6/16/2016 19:44,1,-73.96196747,40.76832581,-73.99036407,40.75102997,N,1597
id0852257,2,6/14/2016 23:29,6/14/2016 23:48,1,-73.86267853,40.76890182,-73.88556671,40.74124146,N,1162
id3193947,2,6/8/2016 21:27,6/8/2016 21:33,3,-73.98548126,40.75812149,-73.99965668,40.7441597,N,382
id0309774,2,1/14/2016 19:54,1/14/2016 19:57,4,-73.99611664,40.76391983,-73.99363708,40.75733185,N,199
id1611149,1,3/26/2016 19:07,3/26/2016 19:23,1,-73.96901703,40.75410843,-73.99033356,40.75144577,N,913
id1290138,1,6/4/2016 8:43,6/4/2016 8:52,1,-73.99016571,40.77227783,-73.99272156,40.75608444,N,512
id1719238,1,5/21/2016 2:41,5/21/2016 2:56,2,-73.98992157,40.72933197,-73.96697998,40.76912689,N,933
id0317057,1,5/3/2016 22:39,5/3/2016 23:02,1,-73.98840332,40.74912262,-73.92862701,40.76075745,N,1370
id3307903,2,2/20/2016 4:03,2/21/2016 3:33,3,-74.00810242,40.74148941,-74.00995636,40.71461105,N,84594
id0021343,2,3/17/2016 19:44,3/17/2016 20:02,1,-73.94446564,40.77929306,-73.97454071,40.79341888,N,1074
id2276933,1,2/6/2016 17:12,2/6/2016 17:27,2,-74.00489044,40.70906448,-73.99727631,40.72194672,N,898
id2625436,2,4/26/2016 18:31,4/26/2016 18:38,1,-73.98897552,40.73667145,-74.00177002,40.74038315,N,382
id2799386,1,4/22/2016 21:30,4/22/2016 21:44,1,-74.00862885,40.73945999,-73.98188782,40.77103806,N,812
id3564443,2,4/21/2016 1:30,4/21/2016 1:34,1,-74.0043869,40.74234009,-73.99491119,40.75019836,N,248
id2566177,1,6/18/2016 8:00,6/18/2016 8:05,2,-73.9726944,40.793396,-73.96078491,40.79745483,N,283
id0549263,2,2/23/2016 14:11,2/23/2016 14:31,2,-73.97770691,40.75231934,-74.00598907,40.74005127,N,1238
id2835129,2,2/1/2016 17:45,2/1/2016 17:51,2,-73.93647766,40.81441116,-73.94327545,40.80265808,N,387
id2487895,1,6/16/2016 10:15,6/16/2016 10:30,1,-73.99532318,40.7497673,-73.97905731,40.75896454,N,928
id2067010,2,3/22/2016 12:36,3/22/2016 13:06,3,-73.96624756,40.76792145,-73.9923172,40.74940109,N,1813
id2904998,2,6/23/2016 10:05,6/23/2016 10:24,1,-73.96163177,40.76850128,-73.98923492,40.71417618,N,1119
id3405803,2,4/2/2016 14:34,4/2/2016 14:40,1,-73.95684814,40.76662064,-73.93890381,40.79330826,N,360
id0645865,2,1/1/2016 3:49,1/1/2016 3:52,2,-73.95314789,40.79161835,-73.96820831,40.79722977,N,185
id3545530,2,2/8/2016 9:12,2/8/2016 9:21,1,-74.0064621,40.74386978,-74.01550293,40.71134186,N,577
id2139965,1,1/8/2016 17:13,1/8/2016 17:24,2,-74.00363159,40.71355438,-73.99139404,40.73330688,N,687
id1801685,1,2/12/2016 20:59,2/12/2016 21:04,1,-73.97593689,40.75195313,-73.98368073,40.74092484,N,247
id2004798,2,6/12/2016 14:38,6/12/2016 14:57,2,-73.98253632,40.77220154,-73.98462677,40.75706863,N,1129
id3131928,2,1/5/2016 20:50,1/5/2016 20:55,2,-73.97845459,40.7413063,-73.97649384,40.73245621,N,299
id0301361,1,4/19/2016 10:59,4/19/2016 11:07,1,-73.95571899,40.77794647,-73.96205902,40.77314377,N,459
id3709717,2,5/21/2016 9:14,5/21/2016 9:25,1,-73.998909,40.76107025,-73.96038055,40.80387878,N,636
id0131920,2,2/13/2016 17:24,2/13/2016 17:56,1,-73.99660492,40.72550964,-73.99623871,40.72579575,N,1905
id2873647,1,1/18/2016 12:54,1/18/2016 13:05,1,-73.98000336,40.78566742,-73.96447754,40.77593231,N,640
id3949616,1,4/28/2016 8:51,4/28/2016 9:05,1,-73.99087524,40.75617981,-73.9740448,40.75735855,N,858
id1773809,2,5/21/2016 19:23,5/21/2016 19:27,1,-73.95514679,40.77324295,-73.95890045,40.78060532,N,258
id3630882,1,1/17/2016 0:24,1/17/2016 0:32,2,-73.97383118,40.76376724,-73.99476624,40.76020813,N,468
id0868843,2,3/20/2016 13:55,3/20/2016 14:02,2,-74.00232697,40.73981857,-73.99761963,40.75656891,N,440
id3806962,2,1/1/2016 15:48,1/1/2016 15:53,6,-74.00536346,40.72233963,-73.99469757,40.74013901,N,280
id1256619,1,1/25/2016 3:24,1/25/2016 3:35,1,-73.99900818,40.7280159,-73.97809601,40.71750259,N,654
id3940741,1,1/26/2016 17:50,1/26/2016 18:04,1,-73.98465729,40.76844025,-73.97484589,40.78286743,N,832
id1135189,1,6/14/2016 9:27,6/14/2016 9:49,1,-74.00016785,40.7345314,-73.9911499,40.75087738,N,1304
id0381402,1,4/21/2016 20:51,4/21/2016 21:04,2,-73.99060059,40.71868134,-73.95669556,40.71727371,N,771
id3607196,2,1/26/2016 11:22,1/26/2016 12:20,1,-74.01725006,40.70847702,-73.97992706,40.76135635,N,3510
id0544194,1,6/9/2016 19:45,6/9/2016 19:51,1,-73.96849823,40.76488876,-73.96310425,40.7689743,N,389
id1138893,1,1/29/2016 12:21,1/29/2016 12:25,1,-73.96092987,40.7692337,-73.96497345,40.76653671,N,248
id0473184,2,1/14/2016 18:16,1/14/2016 18:19,6,-73.94530487,40.77412033,-73.9541626,40.77898788,N,187
id2672200,1,3/8/2016 10:59,3/8/2016 11:21,1,-73.96432495,40.7735939,-73.98976898,40.73848343,N,1324
id2775619,1,1/9/2016 23:04,1/9/2016 23:19,2,-73.98694611,40.74774933,-73.97908783,40.78717422,N,924
id0779024,2,5/17/2016 17:32,5/17/2016 17:46,1,-73.96042633,40.77862549,-73.96560669,40.80550766,N,873
id2225999,2,3/17/2016 2:11,3/17/2016 2:22,2,-73.98839569,40.72880936,-74.00284576,40.74954224,N,659
id1001293,1,5/7/2016 1:40,5/7/2016 1:41,1,-73.97775269,40.74573898,-73.98106384,40.74704742,N,84
id2897593,2,6/4/2016 17:49,6/4/2016 18:01,1,-73.96279907,40.79442978,-73.97798157,40.7804718,N,774
id0320308,2,5/10/2016 19:15,5/10/2016 19:25,1,-73.95432281,40.78990173,-73.9543457,40.77642059,N,599
id0654976,2,5/21/2016 14:35,5/21/2016 14:38,1,-73.97238922,40.79413986,-73.97782135,40.78704834,N,165
id1378596,2,2/19/2016 18:00,2/19/2016 18:07,1,-73.97833252,40.74160004,-73.98966217,40.73833847,N,407
id3783986,1,6/24/2016 23:16,6/24/2016 23:25,1,-74.00317383,40.73298645,-74.00804138,40.71118546,N,549
id3609969,2,2/20/2016 16:13,2/20/2016 16:18,6,-74.00275421,40.73958969,-74.00265503,40.7504158,N,312
id0701532,1,3/17/2016 9:14,3/17/2016 9:42,1,-73.96083832,40.77475739,-73.97061157,40.75882339,N,1730
id3887413,2,5/2/2016 8:43,5/2/2016 9:07,1,-73.95822906,40.7646904,-74.00109863,40.71469116,N,1416
id0108955,1,5/7/2016 14:53,5/7/2016 15:03,4,-73.98527527,40.75824356,-74.00197601,40.73824692,N,593
id3275625,2,3/18/2016 10:28,3/18/2016 10:40,2,-73.981987,40.77258682,-73.97193909,40.76605988,N,748
id3200728,2,3/3/2016 10:14,3/3/2016 10:32,1,-73.99588013,40.75918961,-73.97987366,40.75278091,N,1074
id0965307,2,4/1/2016 2:46,4/1/2016 2:52,1,-73.9860611,40.74716187,-73.98027039,40.73514938,N,391
id0422722,2,5/11/2016 13:49,5/11/2016 14:12,6,-74.01280975,40.70817947,-73.98497772,40.74208832,N,1378
id0020892,1,5/18/2016 11:50,5/18/2016 12:14,1,-73.97805023,40.75409317,-73.98485565,40.77419281,N,1429
id2778242,1,2/13/2016 10:27,2/13/2016 10:33,1,-73.9908371,40.75569916,-73.97616577,40.76387024,N,379
id0851262,1,2/4/2016 14:54,2/4/2016 15:06,1,-73.9709549,40.7480545,-73.98865509,40.75638199,N,722
id3741701,2,6/26/2016 14:03,6/26/2016 14:48,1,-73.87287903,40.77420044,-73.9957962,40.76435089,N,2717
id2512157,1,5/23/2016 7:50,5/23/2016 8:05,1,-73.98030853,40.78155899,-73.95867157,40.77833939,N,873
id1732495,2,6/17/2016 21:06,6/17/2016 21:26,2,-73.87088776,40.77381134,-73.83603668,40.70547867,N,1180
id2742829,2,3/11/2016 23:23,3/11/2016 23:27,2,-74.00901031,40.71863174,-74.01075745,40.71749115,N,222
id1647735,2,6/4/2016 21:58,6/4/2016 22:13,1,-73.93978119,40.79005051,-73.91638184,40.84195709,N,854
id2657420,1,1/23/2016 0:06,1/23/2016 0:27,1,-73.98210144,40.74590302,-73.99384308,40.68325043,N,1290
id1221003,2,5/22/2016 14:00,5/22/2016 14:03,2,-73.96476746,40.75566864,-73.96618652,40.76200104,N,216
id2930554,2,4/20/2016 11:28,4/20/2016 11:37,1,-73.97937775,40.76713181,-73.97219086,40.78131866,N,527
id2870933,2,4/1/2016 0:19,4/1/2016 0:22,2,-74.00280762,40.72358704,-73.99976349,40.73041534,N,194
id3129935,1,2/16/2016 13:48,2/16/2016 14:00,2,-73.94911957,40.78525925,-73.94694519,40.79574585,N,697
id0217206,2,3/24/2016 21:47,3/24/2016 21:56,1,-73.97509766,40.75463867,-73.99555206,40.73588943,N,543
id0249249,1,1/20/2016 1:22,1/20/2016 1:25,1,-73.98469543,40.75846863,-73.99248505,40.74494553,N,211
id3129705,2,1/6/2016 0:20,1/6/2016 0:24,1,-73.97271729,40.74938965,-73.96711731,40.7566185,N,235
id1556806,1,2/3/2016 7:23,2/3/2016 7:35,1,-73.98731995,40.7685051,-73.97409058,40.75982666,N,725
id2823249,2,4/12/2016 19:57,4/12/2016 20:10,1,-73.98505402,40.75328064,-73.99092102,40.77091599,N,784
id1937747,2,3/8/2016 7:36,3/8/2016 7:40,6,-73.99313354,40.7678566,-73.98301697,40.76774597,N,242
id1175263,1,4/16/2016 17:17,4/16/2016 17:29,1,-73.97830963,40.75347137,-73.99158478,40.75004196,N,707
id1999486,1,5/22/2016 15:55,5/22/2016 16:05,2,-73.9822464,40.76221848,-73.99575043,40.74399185,N,623
id1503926,1,2/11/2016 21:10,2/11/2016 21:23,1,-73.99717712,40.72201538,-73.96521759,40.7168808,N,767
id3885431,1,3/2/2016 23:41,3/3/2016 0:10,2,-73.78826141,40.64736176,-74.00744629,40.5771904,N,1733
id2116614,2,4/4/2016 19:14,4/4/2016 19:17,1,-73.97509766,40.76512146,-73.9707489,40.7605896,N,170
id0704699,1,2/16/2016 15:51,2/16/2016 16:01,1,-73.99104309,40.74491501,-73.97962189,40.76060486,N,606
id0909228,1,5/8/2016 15:02,5/8/2016 15:17,1,-73.98851013,40.74293518,-74.01062012,40.72350693,Y,926
id0846940,2,5/9/2016 14:07,5/9/2016 14:32,1,-74.00293732,40.72832108,-73.97522736,40.74451828,N,1488
id2584470,1,6/10/2016 0:51,6/10/2016 1:07,1,-74.0003891,40.73242188,-73.95544434,40.76574326,N,950
id1936858,1,2/2/2016 18:16,2/2/2016 18:18,1,-73.96829224,40.79678726,-73.96225739,40.80226135,N,162
id2702727,1,3/4/2016 19:58,3/4/2016 20:07,1,-74.0067749,40.71618271,-73.99253082,40.7240715,N,556
id1074936,1,5/29/2016 23:55,5/30/2016 0:00,1,-73.97192383,40.74735641,-73.97999573,40.73352432,N,318
id1613182,2,2/25/2016 21:36,2/25/2016 21:56,1,-74.00566864,40.71779633,-73.97205353,40.7473259,N,1179
id2310579,1,1/22/2016 11:11,1/22/2016 11:37,1,-74.00289154,40.74477768,-73.96363831,40.76577759,N,1587
id3783123,2,1/25/2016 17:06,1/25/2016 17:32,5,-73.87091064,40.77381897,-73.94096375,40.81591034,N,1575
id1979413,2,6/26/2016 18:35,6/26/2016 18:46,5,-74.00550079,40.70938873,-73.98052216,40.72179031,N,630
id0567555,2,1/13/2016 22:37,1/13/2016 22:53,3,-73.97888184,40.72396088,-73.94206238,40.79539108,N,966
id2034134,1,1/26/2016 10:10,1/26/2016 10:18,1,-74.0062027,40.73413086,-73.99443054,40.73639679,N,513
id3152592,2,2/25/2016 12:25,2/25/2016 12:30,2,-73.98873901,40.75185776,-73.98373413,40.75286102,N,281
id0856966,2,4/25/2016 10:50,4/25/2016 11:04,1,-73.99030304,40.75671387,-73.95669556,40.76800537,N,873
id2235544,1,1/12/2016 21:53,1/12/2016 21:57,1,-73.94441223,40.71473312,-73.94482422,40.72558594,N,236
id1623771,2,3/10/2016 11:33,3/10/2016 11:51,1,-74.00092316,40.73185349,-73.9817276,40.74945068,N,1049
id3234283,2,3/21/2016 7:38,3/21/2016 7:43,1,-73.94727325,40.77991867,-73.95586395,40.77961349,N,292
id1559226,2,6/4/2016 16:50,6/4/2016 17:11,1,-74.0157547,40.71088409,-73.97891998,40.75048828,N,1293
id0761430,2,6/5/2016 21:12,6/5/2016 21:19,2,-73.98609924,40.76210022,-73.96864319,40.75600052,N,410
id1174904,2,2/20/2016 21:20,2/20/2016 21:23,5,-73.97141266,40.75091171,-73.9766922,40.74375916,N,159
id2357219,2,6/8/2016 21:29,6/8/2016 21:48,1,-73.98532104,40.75802612,-74.01719666,40.71157074,N,1128
id2560160,2,2/14/2016 10:59,2/14/2016 11:06,1,-73.99167633,40.7378273,-73.97969055,40.76088333,N,414
id0244490,2,3/12/2016 9:04,3/12/2016 9:26,1,-73.98551178,40.76023865,-74.01147461,40.71468353,N,1319
id0476703,1,3/1/2016 16:31,3/1/2016 16:42,1,-73.95227051,40.82420349,-73.93804169,40.8555069,N,681
id0205616,2,6/20/2016 21:03,6/20/2016 21:06,1,-73.9595108,40.78268814,-73.96879578,40.77004242,N,176
id0015649,2,1/22/2016 23:11,1/22/2016 23:21,2,-73.97834015,40.74544144,-73.98726654,40.75567245,N,587
id1622754,2,2/1/2016 20:46,2/1/2016 21:20,1,-73.98249817,40.74781036,-74.00965881,40.70785522,N,2070
id3523588,1,6/13/2016 20:56,6/13/2016 21:11,1,-73.78362274,40.64864731,-73.84873199,40.73886871,N,921
id0477521,1,2/19/2016 4:03,2/19/2016 4:12,1,-74.00643158,40.7335434,-73.97808838,40.73648834,N,544
id0132454,2,5/9/2016 14:08,5/9/2016 14:30,1,-73.97605896,40.74472427,-74.00978088,40.72232056,N,1360
id0331003,2,4/15/2016 7:38,4/15/2016 7:41,1,-73.96386719,40.77373886,-73.95649719,40.78403091,N,193
id1381183,1,2/17/2016 7:30,2/17/2016 7:38,1,-73.96463013,40.76971817,-73.9468689,40.7719841,N,483
id3757027,2,6/5/2016 22:54,6/5/2016 23:06,1,-73.97545624,40.75255966,-74.01049805,40.70457077,N,675
id3843842,2,6/28/2016 23:31,6/28/2016 23:46,1,-73.9814682,40.77880096,-73.94055176,40.81439972,N,890
id1937195,1,6/16/2016 8:21,6/16/2016 8:44,1,-74.0094223,40.71282196,-73.98134613,40.75381088,N,1367
id1111113,2,2/1/2016 14:47,2/1/2016 15:18,1,-74.00392151,40.74222183,-73.95729065,40.80521011,N,1907
id2463093,2,1/17/2016 0:55,1/17/2016 1:13,1,-74.00035095,40.73011017,-73.97814941,40.7804718,N,1108
id3514394,2,3/31/2016 12:06,3/31/2016 12:16,1,-73.96936798,40.76326752,-73.95220184,40.784729,N,560
id0736521,1,4/16/2016 1:23,4/16/2016 1:29,2,-73.95697784,40.71459961,-73.95363617,40.72888565,N,357
id0153673,2,5/25/2016 8:00,5/25/2016 8:10,6,-74.00785828,40.70529556,-74.01348114,40.71526337,N,604
id0412621,1,4/9/2016 20:41,4/9/2016 20:57,1,-73.97929382,40.7637558,-73.9885788,40.73126984,N,993
id2084158,1,3/8/2016 11:54,3/8/2016 12:12,1,-73.98512268,40.74172211,-74.01547241,40.71150589,N,1104
id0366084,2,5/8/2016 0:44,5/8/2016 0:50,1,-73.99330902,40.75019073,-74.00499725,40.74222946,N,395
id3823253,2,5/31/2016 13:40,5/31/2016 13:53,1,-73.95748138,40.76153183,-73.87058258,40.77388,N,799
id2187774,2,5/19/2016 18:01,5/19/2016 18:32,3,-74.00300598,40.70824814,-73.95919037,40.72071075,N,1870
id0564872,2,1/20/2016 19:23,1/20/2016 19:53,2,-73.99266815,40.75408936,-73.97318268,40.69326019,N,1770
id2352567,1,4/12/2016 20:44,4/12/2016 20:58,1,-73.97826385,40.76287842,-73.96569061,40.80068207,N,866
id0554991,1,6/29/2016 19:57,6/29/2016 20:08,1,-73.9829483,40.76791763,-73.96599579,40.76850128,N,626
id2569084,1,2/5/2016 19:31,2/5/2016 19:39,1,-73.98243713,40.74031448,-73.9603653,40.7618103,N,514
id2807512,2,6/30/2016 16:32,6/30/2016 17:09,5,-73.97730255,40.75376129,-74.00682068,40.73099136,N,2246
id1518507,1,4/21/2016 18:57,4/21/2016 19:19,1,-74.00514984,40.75140381,-73.96777344,40.76601028,N,1301
id2305320,2,3/3/2016 21:41,3/3/2016 21:49,1,-73.99759674,40.75637817,-73.9892807,40.7455101,N,491
id3823668,2,4/25/2016 15:59,4/25/2016 16:03,3,-73.94998932,40.78974915,-73.93876648,40.80474854,N,256
id0037351,2,6/8/2016 19:16,6/8/2016 19:42,1,-73.95353699,40.76675034,-73.99511719,40.74398041,N,1561
id0573653,1,4/20/2016 18:18,4/20/2016 18:36,1,-73.95580292,40.76400757,-73.97536469,40.75233078,N,1073
id1388849,2,5/8/2016 11:28,5/8/2016 11:53,1,-73.99340057,40.74971008,-73.99815369,40.72013855,N,1499
id1000147,2,6/10/2016 15:55,6/10/2016 15:59,1,-73.99736023,40.74676132,-73.99447632,40.74752045,N,229
id3033963,2,1/12/2016 0:29,1/12/2016 0:44,1,-73.93795013,40.81254959,-73.99607086,40.76395035,N,933
id3164647,1,3/9/2016 10:40,3/9/2016 10:48,2,-73.9916687,40.74963379,-73.97727203,40.75069046,N,477
id3177384,2,6/13/2016 18:15,6/13/2016 18:26,6,-73.97042847,40.74913025,-73.98857117,40.74866867,N,646
id2553221,1,2/16/2016 23:05,2/16/2016 23:21,2,-73.99422455,40.72642517,-73.96411133,40.77365875,N,989
id1904594,1,2/4/2016 12:25,2/4/2016 12:35,4,-73.99105835,40.75553131,-73.98719788,40.75925446,N,619
id1054281,2,1/10/2016 13:42,1/10/2016 13:53,1,-73.99123383,40.75000763,-73.98770142,40.76012421,N,653
id3763686,2,5/22/2016 11:48,5/22/2016 12:05,1,-73.9875946,40.72161865,-73.96612549,40.76199341,N,1026
id1696276,1,1/5/2016 18:59,1/5/2016 19:10,3,-73.97223663,40.759552,-73.95347595,40.77701187,N,642
id3908859,1,3/5/2016 0:01,3/5/2016 0:18,2,-73.96385956,40.76134491,-73.90904236,40.77166367,N,1003
id1819147,2,1/8/2016 15:32,1/8/2016 15:42,1,-73.98553467,40.76783752,-73.99898529,40.75370026,N,610
id3454179,1,2/29/2016 10:38,2/29/2016 11:10,1,-73.86354828,40.76980972,-73.97293091,40.74921417,N,1905
id0350661,1,5/22/2016 0:30,5/22/2016 1:02,2,-73.9499054,40.7807045,-74.00527954,40.73334122,N,1912
id2426559,1,2/15/2016 19:01,2/15/2016 19:13,2,-74.00588226,40.73587799,-73.99964142,40.72350311,N,704
id1132903,1,5/11/2016 11:15,5/11/2016 11:48,1,-73.96022797,40.78125381,-73.97559357,40.75854874,N,1976
id2920235,2,6/5/2016 1:00,6/5/2016 1:08,1,-74.005867,40.74011993,-74.00402069,40.72089005,N,509
id2171557,2,3/13/2016 14:48,3/13/2016 15:01,4,-73.96069336,40.77249146,-73.9848175,40.73649979,N,739
id2826811,2,4/10/2016 21:52,4/10/2016 22:02,1,-73.98215485,40.73186111,-73.95155334,40.77097702,N,635
id1929994,1,5/26/2016 11:46,5/26/2016 11:55,1,-73.96717834,40.7559166,-73.959198,40.76343155,N,524
id3614343,1,6/16/2016 23:42,6/16/2016 23:47,1,-73.98519897,40.74777985,-73.97904968,40.74126434,N,312
id0245800,2,5/12/2016 16:58,5/12/2016 17:23,5,-73.97444153,40.77802658,-73.98638153,40.75350952,N,1490
id1212273,1,2/14/2016 17:34,2/14/2016 17:40,2,-73.98117065,40.72083664,-73.98616791,40.73017883,N,346
id3404596,2,3/2/2016 8:56,3/2/2016 9:05,6,-73.98925018,40.75625992,-73.97212982,40.76340866,N,557
id3171288,2,3/20/2016 20:31,3/20/2016 20:33,1,-73.98486328,40.73255157,-73.98889923,40.7269516,N,92
id2816240,1,4/17/2016 8:03,4/17/2016 8:17,1,-73.96957397,40.79786301,-73.99505615,40.74985886,N,824
id3505430,1,6/23/2016 20:29,6/23/2016 20:38,1,-73.99104309,40.75053787,-74.00421906,40.7208786,N,542
id0937319,1,2/9/2016 23:27,2/9/2016 23:30,1,-73.96277618,40.77549362,-73.95108795,40.78605652,N,139
id1354053,1,4/1/2016 16:30,4/1/2016 16:33,2,-73.98716736,40.72108078,-73.98251343,40.7196312,N,150
id3552614,1,2/26/2016 19:05,2/26/2016 19:21,1,-73.99192047,40.76460648,-73.95440674,40.76729202,N,962
id0194083,2,5/22/2016 21:42,5/22/2016 22:00,4,-73.99011993,40.71416855,-74.00631714,40.73366928,N,1126
id3522352,1,3/16/2016 0:24,3/16/2016 0:34,1,-74.0013504,40.73127365,-73.98073578,40.77085876,N,646
id1951436,2,6/6/2016 20:02,6/6/2016 20:27,2,-74.00760651,40.71268845,-73.9496994,40.67868042,N,1486
id2611097,2,5/27/2016 14:35,5/27/2016 15:04,1,-73.95526123,40.76874161,-73.98822784,40.74747086,N,1744
id2623219,1,6/17/2016 8:38,6/17/2016 8:50,1,-73.98251343,40.76251984,-73.98192596,40.76771927,N,691
id3617577,2,3/26/2016 18:27,3/26/2016 18:33,5,-73.95482635,40.76742172,-73.96992493,40.7623024,N,361
id0808984,2,4/26/2016 19:52,4/26/2016 20:02,1,-73.96781158,40.76285934,-73.97660065,40.78233337,N,550
id3499387,1,1/25/2016 19:45,1/25/2016 19:54,1,-73.78672028,40.64704132,-73.78672028,40.64704132,N,580
id0265651,1,6/22/2016 16:46,6/22/2016 16:49,2,-73.98622131,40.74710846,-73.99101257,40.73964691,N,224
id0633954,1,4/6/2016 18:10,4/6/2016 18:42,1,-73.96748352,40.76268387,-74.00937653,40.74667358,N,1945
id1046492,2,6/30/2016 16:44,6/30/2016 16:53,2,-73.95517731,40.78308105,-73.96916199,40.7935791,N,527
id3401416,2,2/14/2016 8:39,2/14/2016 8:49,1,-73.96941376,40.76269913,-73.99436188,40.73215103,N,590
id1213658,2,5/31/2016 21:15,5/31/2016 21:20,1,-73.98049164,40.75102615,-73.97202301,40.76279068,N,313
id0080798,2,6/20/2016 20:16,6/20/2016 20:26,1,-74.01513672,40.71418762,-73.9753952,40.71761322,N,565
id2403400,2,4/13/2016 11:27,4/13/2016 11:33,2,-73.96258545,40.76717377,-73.95483398,40.78003693,N,381
id3107458,1,6/23/2016 0:09,6/23/2016 0:15,1,-74.00139618,40.73093414,-73.99401093,40.74622345,N,325
id2833082,1,6/14/2016 9:03,6/14/2016 9:49,1,-73.99258423,40.73729324,-73.77676392,40.64483261,N,2743
id2584444,1,4/9/2016 18:03,4/9/2016 18:11,2,-73.9556427,40.80929184,-73.97240448,40.78634644,N,506
id2523325,2,5/25/2016 13:42,5/25/2016 13:46,1,-73.97390747,40.79389954,-73.96676636,40.78908157,N,271
id3658881,2,2/23/2016 12:16,2/23/2016 12:51,2,-73.86269379,40.76898956,-73.98867035,40.69369125,N,2089
id3084276,2,3/18/2016 19:48,3/18/2016 19:52,6,-73.9772644,40.76434326,-73.98226166,40.7742691,N,287
id1600477,1,5/22/2016 21:58,5/22/2016 22:11,1,-73.93580627,40.84997177,-73.92355347,40.84693527,N,810
id1890300,2,1/13/2016 17:57,1/13/2016 18:07,1,-74.00453186,40.7333107,-74.00778961,40.70304871,N,605
id0757676,1,5/25/2016 8:45,5/25/2016 8:49,1,-73.95590973,40.78788376,-73.95803833,40.78230667,N,200
id1818483,1,5/11/2016 0:42,5/11/2016 0:49,1,-73.98703766,40.73922348,-73.97768402,40.7257576,N,421
id2652837,1,4/19/2016 16:47,4/19/2016 16:54,3,-74.00571442,40.7367363,-74.00267029,40.74872589,N,415
id1456458,2,1/15/2016 18:42,1/15/2016 18:49,1,-73.95014191,40.82202148,-73.94994354,40.80796051,N,390
id2704068,2,3/5/2016 23:39,3/6/2016 0:05,1,-73.9723587,40.76522064,-73.95523834,40.72008896,N,1563
id3955115,2,3/24/2016 17:03,3/24/2016 17:08,1,-73.96266937,40.76971817,-73.96259308,40.76485825,N,318
id0635524,2,4/4/2016 14:09,4/4/2016 14:33,1,-73.99176788,40.74917984,-73.96842194,40.7607193,N,1455
id0711116,2,1/17/2016 22:47,1/17/2016 22:50,5,-73.98677826,40.72119141,-73.9813385,40.72898865,N,187
id1948930,2,4/23/2016 18:10,4/23/2016 18:15,1,-73.94996643,40.77124023,-73.96170044,40.77029037,N,252
id3480123,1,1/26/2016 17:22,1/26/2016 17:50,1,-73.98691559,40.75881958,-73.97302246,40.76487732,N,1679
